"No.","Time","Source","Destination","Protocol","Length","Info"
"691","16.586520","192.168.1.40","52.123.144.60","UDP","79","56474  >  3478 Len=37"
"692","16.586767","192.168.1.40","52.123.144.60","UDP","203","56474  >  3478 Len=161"
"693","16.599139","192.168.1.40","192.168.1.52","STUN","150","Binding Request user: 7mIh:DTe7"
"694","16.601423","192.168.1.40","52.123.144.60","UDP","1342","56474  >  3478 Len=1300"
"695","16.601448","192.168.1.40","52.123.144.60","UDP","357","56474  >  3478 Len=315"
"696","16.606118","192.168.1.52","192.168.1.40","UDP","112","20755  >  50899 Len=70"
"700","16.616274","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"706","16.622691","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"707","16.623072","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"708","16.623188","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"709","16.627106","192.168.1.52","192.168.1.40","UDP","127","20755  >  50899 Len=85"
"710","16.628440","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"711","16.629075","192.168.1.40","52.123.144.60","UDP","49","56474  >  3478 Len=7"
"712","16.646197","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:9848"
"713","16.655610","192.168.1.52","192.168.1.40","UDP","118","20755  >  50899 Len=76"
"714","16.666008","192.168.1.52","192.168.1.40","UDP","119","20755  >  50899 Len=77"
"715","16.674124","192.168.1.52","192.168.1.40","UDP","108","20755  >  50899 Len=66"
"716","16.674124","192.168.1.52","192.168.1.40","UDP","86","20755  >  50899 Len=44"
"717","16.674124","192.168.1.52","192.168.1.40","UDP","735","20755  >  50899 Len=693"
"718","16.674124","192.168.1.52","192.168.1.40","UDP","734","20755  >  50899 Len=692"
"719","16.674124","192.168.1.52","192.168.1.40","UDP","751","20755  >  50899 Len=709"
"720","16.674124","192.168.1.52","192.168.1.40","UDP","751","20755  >  50899 Len=709"
"721","16.688184","52.123.144.60","192.168.1.40","UDP","498","3478  >  56474 Len=456"
"722","16.688400","192.168.1.40","52.123.144.60","UDP","49","56474  >  3478 Len=7"
"723","16.688425","192.168.1.40","52.123.144.60","UDP","79","56474  >  3478 Len=37"
"724","16.688594","192.168.1.40","52.123.144.60","UDP","203","56474  >  3478 Len=161"
"725","16.694324","192.168.1.52","192.168.1.40","UDP","118","20755  >  50899 Len=76"
"726","16.694324","192.168.1.52","192.168.1.40","RTCP","202","Sender Report   ([Malformed Packet]"
"729","16.706486","192.168.1.52","192.168.1.40","UDP","113","20755  >  50899 Len=71"
"730","16.720712","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"731","16.720712","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"732","16.720712","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"735","16.731629","192.168.1.52","192.168.1.40","UDP","112","20755  >  50899 Len=70"
"736","16.733456","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"737","16.736311","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"738","16.742048","192.168.1.52","192.168.1.40","UDP","136","20755  >  50899 Len=94"
"739","16.746598","192.168.1.52","192.168.1.40","UDP","115","20755  >  50899 Len=73"
"740","16.768250","192.168.1.52","192.168.1.40","UDP","117","20755  >  50899 Len=75"
"741","16.786826","192.168.1.52","192.168.1.40","UDP","117","20755  >  50899 Len=75"
"743","16.807272","192.168.1.52","192.168.1.40","UDP","118","20755  >  50899 Len=76"
"744","16.825660","192.168.1.52","192.168.1.40","UDP","121","20755  >  50899 Len=79"
"745","16.832086","192.168.1.52","192.168.1.40","UDP","560","20755  >  50899 Len=518"
"746","16.832086","192.168.1.52","192.168.1.40","UDP","576","20755  >  50899 Len=534"
"747","16.845768","192.168.1.52","192.168.1.40","UDP","113","20755  >  50899 Len=71"
"748","16.865516","192.168.1.52","192.168.1.40","UDP","117","20755  >  50899 Len=75"
"749","16.887223","192.168.1.52","192.168.1.40","UDP","122","20755  >  50899 Len=80"
"750","16.905956","192.168.1.52","192.168.1.40","UDP","125","20755  >  50899 Len=83"
"751","16.940909","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"752","16.941605","192.168.1.52","192.168.1.40","UDP","119","20755  >  50899 Len=77"
"753","16.945518","192.168.1.52","192.168.1.40","UDP","203","20755  >  50899 Len=161"
"754","16.945829","192.168.1.52","192.168.1.40","UDP","128","20755  >  50899 Len=86"
"755","16.962812","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"756","16.969256","192.168.1.52","192.168.1.40","UDP","147","20755  >  50899 Len=105"
"757","16.985558","192.168.1.52","192.168.1.40","UDP","146","20755  >  50899 Len=104"
"758","17.006012","192.168.1.52","192.168.1.40","UDP","137","20755  >  50899 Len=95"
"762","17.027046","192.168.1.52","192.168.1.40","UDP","134","20755  >  50899 Len=92"
"763","17.050749","192.168.1.52","192.168.1.40","UDP","133","20755  >  50899 Len=91"
"764","17.064928","192.168.1.52","192.168.1.40","UDP","151","20755  >  50899 Len=109"
"765","17.091314","192.168.1.52","192.168.1.40","UDP","137","20755  >  50899 Len=95"
"766","17.105691","192.168.1.52","192.168.1.40","UDP","139","20755  >  50899 Len=97"
"767","17.151347","192.168.1.52","192.168.1.40","UDP","140","20755  >  50899 Len=98"
"768","17.151347","192.168.1.52","192.168.1.40","UDP","146","20755  >  50899 Len=104"
"772","17.167164","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"776","17.191232","192.168.1.52","192.168.1.40","UDP","147","20755  >  50899 Len=105"
"777","17.191232","192.168.1.52","192.168.1.40","UDP","148","20755  >  50899 Len=106"
"781","17.210749","192.168.1.52","192.168.1.40","UDP","144","20755  >  50899 Len=102"
"782","17.251701","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"783","17.251701","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"784","17.268354","192.168.1.52","192.168.1.40","UDP","143","20755  >  50899 Len=101"
"785","17.286765","192.168.1.52","192.168.1.40","UDP","143","20755  >  50899 Len=101"
"786","17.306780","192.168.1.52","192.168.1.40","UDP","148","20755  >  50899 Len=106"
"787","17.325234","192.168.1.52","192.168.1.40","UDP","148","20755  >  50899 Len=106"
"788","17.345568","192.168.1.52","192.168.1.40","UDP","143","20755  >  50899 Len=101"
"789","17.365232","192.168.1.52","192.168.1.40","UDP","168","20755  >  50899 Len=126"
"790","17.375532","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"791","17.386566","192.168.1.52","192.168.1.40","UDP","156","20755  >  50899 Len=114"
"792","17.429473","192.168.1.40","192.168.1.52","STUN","150","Binding Request user: 76IQ:QLUn"
"793","17.485616","192.168.1.52","192.168.1.40","UDP","178","20755  >  50899 Len=136"
"794","17.485616","192.168.1.52","192.168.1.40","UDP","162","20755  >  50899 Len=120"
"795","17.485616","192.168.1.52","192.168.1.40","UDP","161","20755  >  50899 Len=119"
"796","17.485770","192.168.1.52","192.168.1.40","UDP","166","20755  >  50899 Len=124"
"797","17.485770","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:50899"
"798","17.485770","192.168.1.52","192.168.1.40","UDP","149","20755  >  50899 Len=107"
"799","17.505590","192.168.1.52","192.168.1.40","UDP","152","20755  >  50899 Len=110"
"802","17.526210","192.168.1.52","192.168.1.40","UDP","151","20755  >  50899 Len=109"
"803","17.546863","192.168.1.52","192.168.1.40","UDP","148","20755  >  50899 Len=106"
"804","17.565989","192.168.1.52","192.168.1.40","UDP","136","20755  >  50899 Len=94"
"805","17.586859","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"806","17.591430","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"807","17.606208","192.168.1.52","192.168.1.40","UDP","132","20755  >  50899 Len=90"
"808","17.638640","192.168.1.40","192.168.1.52","STUN","146","Binding Request user: 7mIh:DTe7"
"811","17.654458","192.168.1.52","192.168.1.40","UDP","140","20755  >  50899 Len=98"
"812","17.654458","192.168.1.52","192.168.1.40","UDP","123","20755  >  50899 Len=81"
"813","17.691043","192.168.1.52","192.168.1.40","UDP","134","20755  >  50899 Len=92"
"814","17.691043","192.168.1.52","192.168.1.40","UDP","134","20755  >  50899 Len=92"
"815","17.696926","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:9848"
"818","17.704911","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"819","17.725841","192.168.1.52","192.168.1.40","UDP","126","20755  >  50899 Len=84"
"820","17.745575","192.168.1.52","192.168.1.40","UDP","134","20755  >  50899 Len=92"
"821","17.765521","192.168.1.52","192.168.1.40","UDP","142","20755  >  50899 Len=100"
"822","17.785219","192.168.1.52","192.168.1.40","UDP","150","20755  >  50899 Len=108"
"823","17.797886","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"824","17.805235","192.168.1.52","192.168.1.40","UDP","142","20755  >  50899 Len=100"
"825","17.825352","192.168.1.52","192.168.1.40","UDP","147","20755  >  50899 Len=105"
"826","17.845627","192.168.1.52","192.168.1.40","UDP","148","20755  >  50899 Len=106"
"827","17.862329","192.168.1.40","52.123.144.60","UDP","1342","56474  >  3478 Len=1300"
"828","17.862365","192.168.1.40","52.123.144.60","UDP","373","56474  >  3478 Len=331"
"829","17.866229","192.168.1.52","192.168.1.40","UDP","129","20755  >  50899 Len=87"
"830","17.883950","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"831","17.883950","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"832","17.884105","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"833","17.890426","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"834","17.890671","192.168.1.40","52.123.144.60","UDP","49","56474  >  3478 Len=7"
"835","17.903301","192.168.1.52","192.168.1.40","UDP","124","20755  >  50899 Len=82"
"836","17.905754","192.168.1.52","192.168.1.40","UDP","130","20755  >  50899 Len=88"
"837","17.925288","192.168.1.52","192.168.1.40","UDP","128","20755  >  50899 Len=86"
"838","17.945247","192.168.1.52","192.168.1.40","UDP","140","20755  >  50899 Len=98"
"839","17.949258","52.123.144.60","192.168.1.40","UDP","1074","3478  >  56474 Len=1032"
"840","17.949444","192.168.1.40","52.123.144.60","UDP","49","56474  >  3478 Len=7"
"841","17.949474","192.168.1.40","52.123.144.60","UDP","79","56474  >  3478 Len=37"
"842","17.949741","192.168.1.40","52.123.144.60","UDP","203","56474  >  3478 Len=161"
"843","17.954283","192.168.1.40","52.123.144.60","UDP","962","56474  >  3478 Len=920"
"844","17.965096","192.168.1.52","192.168.1.40","UDP","132","20755  >  50899 Len=90"
"845","17.974542","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"846","17.974738","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"852","17.985265","192.168.1.52","192.168.1.40","UDP","134","20755  >  50899 Len=92"
"853","17.986278","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"854","17.986278","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"855","17.986278","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"856","17.986278","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"857","17.999995","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"858","18.000055","192.168.1.40","192.168.1.52","RTCP","270","Sender Report   (PSE:Unknown  [Malformed Packet]"
"859","18.005330","192.168.1.52","192.168.1.40","UDP","140","20755  >  50899 Len=98"
"860","18.021486","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"861","18.021803","192.168.1.40","52.123.144.60","UDP","49","56474  >  3478 Len=7"
"862","18.025294","192.168.1.52","192.168.1.40","UDP","138","20755  >  50899 Len=96"
"863","18.044962","192.168.1.52","192.168.1.40","UDP","139","20755  >  50899 Len=97"
"865","18.080374","52.123.144.60","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"866","18.080374","52.123.144.60","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"867","18.092255","192.168.1.52","192.168.1.40","UDP","142","20755  >  50899 Len=100"
"868","18.092255","192.168.1.52","192.168.1.40","UDP","146","20755  >  50899 Len=104"
"869","18.126836","192.168.1.52","192.168.1.40","UDP","153","20755  >  50899 Len=111"
"870","18.126836","192.168.1.52","192.168.1.40","UDP","146","20755  >  50899 Len=104"
"871","18.127128","52.123.144.60","192.168.1.40","UDP","338","3478  >  56474 Len=296"
"872","18.145233","192.168.1.52","192.168.1.40","UDP","163","20755  >  50899 Len=121"
"873","18.165919","192.168.1.52","192.168.1.40","UDP","174","20755  >  50899 Len=132"
"874","18.185791","192.168.1.52","192.168.1.40","UDP","149","20755  >  50899 Len=107"
"875","18.205434","192.168.1.52","192.168.1.40","UDP","153","20755  >  50899 Len=111"
"876","18.226460","192.168.1.52","192.168.1.40","UDP","151","20755  >  50899 Len=109"
"877","18.244779","192.168.1.52","192.168.1.40","UDP","108","20755  >  50899 Len=66"
"878","18.244779","192.168.1.52","192.168.1.40","UDP","86","20755  >  50899 Len=44"
"879","18.244969","192.168.1.52","192.168.1.40","UDP","1126","20755  >  50899 Len=1084"
"880","18.244969","192.168.1.52","192.168.1.40","UDP","1126","20755  >  50899 Len=1084"
"881","18.244969","192.168.1.52","192.168.1.40","UDP","1126","20755  >  50899 Len=1084"
"882","18.245181","192.168.1.52","192.168.1.40","UDP","1124","20755  >  50899 Len=1082"
"883","18.245181","192.168.1.52","192.168.1.40","UDP","1142","20755  >  50899 Len=1100"
"884","18.245181","192.168.1.52","192.168.1.40","UDP","1142","20755  >  50899 Len=1100"
"885","18.245181","192.168.1.52","192.168.1.40","UDP","1142","20755  >  50899 Len=1100"
"886","18.245792","192.168.1.52","192.168.1.40","UDP","158","20755  >  50899 Len=116"
"887","18.250442","192.168.1.52","192.168.1.40","RTCP","86","Receiver Report   ([Malformed Packet]"
"888","18.250442","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   ([Malformed Packet]"
"889","18.250654","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"890","18.250654","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   (PSE:Unknown  PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"891","18.250654","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   ([Malformed Packet]"
"892","18.250742","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"893","18.250742","192.168.1.52","192.168.1.40","RTCP","1262","Receiver Report   ([Malformed Packet]"
"894","18.260583","192.168.1.52","192.168.1.40","UDP","630","20755  >  50899 Len=588"
"895","18.265857","192.168.1.52","192.168.1.40","UDP","165","20755  >  50899 Len=123"
"896","18.349384","192.168.1.52","192.168.1.40","UDP","150","20755  >  50899 Len=108"
"897","18.349384","192.168.1.52","192.168.1.40","UDP","946","20755  >  50899 Len=904"
"898","18.349384","192.168.1.52","192.168.1.40","UDP","946","20755  >  50899 Len=904"
"899","18.349384","192.168.1.52","192.168.1.40","UDP","946","20755  >  50899 Len=904"
"900","18.349384","192.168.1.52","192.168.1.40","UDP","944","20755  >  50899 Len=902"
"901","18.349384","192.168.1.52","192.168.1.40","UDP","962","20755  >  50899 Len=920"
"902","18.349384","192.168.1.52","192.168.1.40","UDP","962","20755  >  50899 Len=920"
"903","18.349384","192.168.1.52","192.168.1.40","UDP","152","20755  >  50899 Len=110"
"904","18.349384","192.168.1.52","192.168.1.40","UDP","146","20755  >  50899 Len=104"
"905","18.349384","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"906","18.364969","192.168.1.52","192.168.1.40","UDP","159","20755  >  50899 Len=117"
"907","18.373491","192.168.1.40","192.168.1.52","RTCP","86","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"908","18.373580","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"909","18.373637","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   (PSE:Unknown  PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"910","18.373685","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"911","18.373740","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"912","18.386714","192.168.1.52","192.168.1.40","UDP","147","20755  >  50899 Len=105"
"913","18.401192","192.168.1.52","192.168.1.40","UDP","1195","20755  >  50899 Len=1153"
"914","18.401192","192.168.1.52","192.168.1.40","UDP","1195","20755  >  50899 Len=1153"
"915","18.401192","192.168.1.52","192.168.1.40","UDP","1194","20755  >  50899 Len=1152"
"916","18.405263","192.168.1.52","192.168.1.40","UDP","145","20755  >  50899 Len=103"
"917","18.425225","192.168.1.52","192.168.1.40","UDP","159","20755  >  50899 Len=117"
"918","18.445100","192.168.1.52","192.168.1.40","UDP","141","20755  >  50899 Len=99"
"919","18.465776","192.168.1.52","192.168.1.40","UDP","135","20755  >  50899 Len=93"
"920","18.483011","192.168.1.40","192.168.1.52","STUN","146","Binding Request user: 76IQ:QLUn"
"921","18.486447","192.168.1.52","192.168.1.40","UDP","129","20755  >  50899 Len=87"
"922","18.500673","192.168.1.52","192.168.1.40","UDP","1184","20755  >  50899 Len=1142"
"923","18.500673","192.168.1.52","192.168.1.40","UDP","1184","20755  >  50899 Len=1142"
"924","18.500673","192.168.1.52","192.168.1.40","UDP","1184","20755  >  50899 Len=1142"
