"No.","Time","Source","Destination","Protocol","Length","Info"
"3443","82.314920","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3444","82.315428","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3445","82.315861","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3446","82.323752","192.168.1.52","192.168.1.40","STUN","146","Binding Request user: 7tIQ:xYIy"
"3447","82.326974","192.168.1.40","192.168.1.52","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.52:23682"
"3448","82.327774","20.202.68.176","192.168.1.40","STUN","238","Allocate Success Response lifetime: 60 MAPPED-ADDRESS: 20.202.68.176:3481 XOR-MAPPED-ADDRESS: 81.34.55.5:6799 bandwidth: 5000"
"3449","82.341596","192.168.1.52","192.168.1.40","UDP","112","23682  >  41595 Len=70"
"3450","82.341596","192.168.1.52","192.168.1.40","RTCP","146","Payload-specific Feedback   ALFB  "
"3451","82.344812","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3452","82.345003","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3453","82.353001","192.168.1.52","192.168.1.40","UDP","115","23682  >  41595 Len=73"
"3454","82.383641","192.168.1.52","192.168.1.40","UDP","110","23682  >  41595 Len=68"
"3455","82.401787","192.168.1.52","192.168.1.40","UDP","114","23682  >  41595 Len=72"
"3456","82.401787","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3457","82.412473","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3458","82.412473","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3459","82.412473","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3460","82.415337","192.168.1.52","192.168.1.40","UDP","113","23682  >  41595 Len=71"
"3461","82.440867","192.168.1.40","192.168.1.52","UDP","791","41595  >  23682 Len=749"
"3462","82.441031","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3463","82.443744","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3464","82.462903","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"3465","82.462903","192.168.1.52","192.168.1.40","UDP","118","23682  >  41595 Len=76"
"3466","82.480208","192.168.1.52","192.168.1.40","UDP","110","23682  >  41595 Len=68"
"3467","82.492881","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"3468","82.513881","192.168.1.52","192.168.1.40","UDP","108","23682  >  41595 Len=66"
"3469","82.534206","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"3470","82.553284","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"3471","82.574246","192.168.1.52","192.168.1.40","UDP","118","23682  >  41595 Len=76"
"3472","82.583971","192.168.1.40","192.168.1.52","UDP","124","41595  >  23682 Len=82"
"3473","82.596309","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"3474","82.596309","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3475","82.612790","192.168.1.52","192.168.1.40","UDP","122","23682  >  41595 Len=80"
"3476","82.641042","192.168.1.52","192.168.1.40","UDP","122","23682  >  41595 Len=80"
"3477","82.646350","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3478","82.657048","192.168.1.52","192.168.1.40","UDP","117","23682  >  41595 Len=75"
"3479","82.662617","192.168.1.52","192.168.1.40","RTCP","170","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3480","82.673991","192.168.1.52","192.168.1.40","UDP","110","23682  >  41595 Len=68"
"3481","82.694980","192.168.1.40","54.235.140.173","UDP","42","55532  >  780 Len=0"
"3482","82.695000","192.168.1.40","54.235.140.173","UDP","114","55532  >  1049 Len=72"
"3483","82.695009","192.168.1.40","54.235.140.173","UDP","42","55532  >  23965 Len=0"
"3484","82.695015","192.168.1.40","54.235.140.173","UDP","42","55532  >  31625 Len=0"
"3485","82.695023","192.168.1.40","54.235.140.173","UDP","114","55532  >  1054 Len=72"
"3486","82.695031","192.168.1.40","54.235.140.173","UDP","42","55532  >  18869 Len=0"
"3487","82.723651","192.168.1.52","192.168.1.40","UDP","123","23682  >  41595 Len=81"
"3488","82.723651","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"3489","82.726177","192.168.1.40","54.235.140.173","SRVLOC","96","Service Request, V2 XID - 1"
"3490","82.726195","192.168.1.40","54.235.140.173","SNMP","93","get-request 1.3.6.1.2.1.1.5.0"
"3491","82.726203","192.168.1.40","54.235.140.173","SNMP","102","get-request"
"3492","82.726210","192.168.1.40","54.235.140.173","UDP","42","55532  >  25462 Len=0"
"3493","82.726217","192.168.1.40","54.235.140.173","UDP","82","55532  >  37144 Len=40"
"3494","82.739385","192.168.1.40","192.168.1.52","UDP","103","41595  >  23682 Len=61"
"3495","82.739413","192.168.1.40","192.168.1.52","UDP","119","41595  >  23682 Len=77"
"3496","82.741119","192.168.1.52","192.168.1.40","UDP","123","23682  >  41595 Len=81"
"3497","82.756975","192.168.1.52","192.168.1.40","UDP","125","23682  >  41595 Len=83"
"3498","82.770274","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3499","82.773083","192.168.1.52","192.168.1.40","UDP","129","23682  >  41595 Len=87"
"3500","82.794125","192.168.1.52","192.168.1.40","UDP","128","23682  >  41595 Len=86"
"3501","82.816119","192.168.1.52","192.168.1.40","UDP","131","23682  >  41595 Len=89"
"3502","82.841471","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"3503","82.846451","192.168.1.52","192.168.1.40","UDP","108","23682  >  41595 Len=66"
"3504","82.846451","192.168.1.52","192.168.1.40","UDP","86","23682  >  41595 Len=44"
"3505","82.846451","192.168.1.52","192.168.1.40","UDP","737","23682  >  41595 Len=695"
"3506","82.846501","192.168.1.52","192.168.1.40","UDP","736","23682  >  41595 Len=694"
"3507","82.846501","192.168.1.52","192.168.1.40","UDP","753","23682  >  41595 Len=711"
"3508","82.846501","192.168.1.52","192.168.1.40","UDP","753","23682  >  41595 Len=711"
"3509","82.853231","192.168.1.52","192.168.1.40","UDP","129","23682  >  41595 Len=87"
"3510","82.854608","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3511","82.858445","192.168.1.52","192.168.1.40","RTCP","190","Sender Report   (PSE:Unknown  PSE:Unknown  PSE:Unknown  PSE:Unknown  PSE:Unknown  PSE:Unknown  PSE:Unknown  )  "
"3512","82.872499","192.168.1.40","192.168.1.52","UDP","138","41595  >  23682 Len=96"
"3513","82.872529","192.168.1.40","192.168.1.52","UDP","146","41595  >  23682 Len=104"
"3514","82.872920","192.168.1.52","192.168.1.40","UDP","129","23682  >  41595 Len=87"
"3515","82.967352","192.168.1.52","192.168.1.40","UDP","133","23682  >  41595 Len=91"
"3516","82.967352","192.168.1.52","192.168.1.40","UDP","135","23682  >  41595 Len=93"
"3517","82.967352","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"3518","82.967352","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"3519","82.967409","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"3520","82.969694","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3521","82.973356","192.168.1.52","192.168.1.40","UDP","136","23682  >  41595 Len=94"
"3522","82.995625","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"3523","83.006950","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"3524","83.006977","192.168.1.40","192.168.1.52","UDP","86","41595  >  23682 Len=44"
"3525","83.006988","192.168.1.40","192.168.1.52","UDP","832","41595  >  23682 Len=790"
"3526","83.007001","192.168.1.40","192.168.1.52","UDP","831","41595  >  23682 Len=789"
"3527","83.007012","192.168.1.40","192.168.1.52","UDP","848","41595  >  23682 Len=806"
"3528","83.010631","192.168.1.52","192.168.1.40","UDP","561","23682  >  41595 Len=519"
"3529","83.010631","192.168.1.52","192.168.1.40","UDP","577","23682  >  41595 Len=535"
"3530","83.012884","192.168.1.40","192.168.1.52","UDP","848","41595  >  23682 Len=806"
"3531","83.016088","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"3532","83.035103","192.168.1.52","192.168.1.40","UDP","129","23682  >  41595 Len=87"
"3533","83.061746","192.168.1.52","192.168.1.40","UDP","140","23682  >  41595 Len=98"
"3534","83.065295","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3535","83.072844","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"3536","83.092596","192.168.1.52","192.168.1.40","UDP","145","23682  >  41595 Len=103"
"3537","83.120671","13.70.198.241","192.168.1.40","UDP","1170","3478  >  56474 Len=1128"
"3538","83.120923","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3539","83.120950","192.168.1.40","13.70.198.241","UDP","79","56474  >  3478 Len=37"
"3540","83.121264","192.168.1.40","13.70.198.241","UDP","203","56474  >  3478 Len=161"
"3541","83.126874","192.168.1.40","13.70.198.241","UDP","962","56474  >  3478 Len=920"
"3542","83.159083","192.168.1.40","192.168.1.52","STUN","154","Binding Request user: IQLU:LUr7"
"3543","83.160167","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3544","83.160534","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3545","83.170969","192.168.1.40","20.202.68.176","RTCP","290","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3546","83.194079","192.168.1.40","20.202.68.176","RTCP","290","Receiver Report   ([Malformed Packet]"
"3547","83.200662","192.168.1.52","192.168.1.40","STUN","154","Binding Request user: LUr7:IQLU"
"3548","83.200676","192.168.1.52","192.168.1.40","UDP","160","23682  >  41595 Len=118"
"3549","83.200676","192.168.1.52","192.168.1.40","UDP","131","23682  >  41595 Len=89"
"3550","83.200794","192.168.1.52","192.168.1.40","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:6799"
"3551","83.200794","192.168.1.52","192.168.1.40","STUN","154","Binding Request user: LUr7:IQLU"
"3552","83.200822","192.168.1.52","192.168.1.40","UDP","137","23682  >  41595 Len=95"
"3553","83.200822","192.168.1.52","192.168.1.40","UDP","149","23682  >  41595 Len=107"
"3554","83.200977","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3555","83.200977","192.168.1.52","192.168.1.40","RTCP","190","Sender Report   ([Malformed Packet]"
"3556","83.200977","192.168.1.52","192.168.1.40","UDP","147","23682  >  41595 Len=105"
"3557","83.201063","192.168.1.52","192.168.1.40","UDP","150","23682  >  41595 Len=108"
"3558","83.212061","192.168.1.40","192.168.1.52","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.52:54506"
"3559","83.212143","192.168.1.40","192.168.1.52","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.52:54506"
"3560","83.212301","192.168.1.40","81.34.55.5","STUN","154","Binding Request user: IQLU:LUr7"
"3561","83.212532","192.168.1.40","192.168.1.52","STUN","158","Binding Request user: IQLU:LUr7"
"3562","83.212969","81.34.55.5","192.168.1.40","ICMP","182","Destination unreachable (Port unreachable)"
"3563","83.213945","192.168.1.52","192.168.1.40","UDP","145","23682  >  41595 Len=103"
"3564","83.217952","192.168.1.40","192.168.1.52","RTCP","130","Receiver Report   ([Malformed Packet]"
"3565","83.218227","192.168.1.40","192.168.1.52","UDP","114","41595  >  23682 Len=72"
"3566","83.218244","192.168.1.40","192.168.1.52","UDP","86","41595  >  23682 Len=44"
"3567","83.218256","192.168.1.40","192.168.1.52","UDP","1231","41595  >  23682 Len=1189"
"3568","83.218270","192.168.1.40","192.168.1.52","UDP","1230","41595  >  23682 Len=1188"
"3569","83.218284","192.168.1.40","192.168.1.52","UDP","1247","41595  >  23682 Len=1205"
"3570","83.220950","192.168.1.52","192.168.1.40","UDP","433","23682  >  41595 Len=391"
"3571","83.220950","192.168.1.52","192.168.1.40","UDP","433","23682  >  41595 Len=391"
"3572","83.220950","192.168.1.52","192.168.1.40","UDP","449","23682  >  41595 Len=407"
"3574","83.228851","192.168.1.40","192.168.1.52","UDP","1247","41595  >  23682 Len=1205"
"3575","83.229701","192.168.1.52","192.168.1.40","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:6799"
"3576","83.233814","192.168.1.52","192.168.1.40","UDP","150","23682  >  41595 Len=108"
"3577","83.239820","192.168.1.40","192.168.1.52","RTCP","130","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"3578","83.243782","192.168.1.40","54.235.140.173","UDP","42","55530  >  16779 Len=0"
"3579","83.243799","192.168.1.40","54.235.140.173","UDP","42","55530  >  775 Len=0"
"3580","83.243809","192.168.1.40","54.235.140.173","UDP","82","55530  >  50164 Len=40"
"3581","83.243818","192.168.1.40","54.235.140.173","UDP","82","55530  >  42313 Len=40"
"3582","83.243827","192.168.1.40","54.235.140.173","UDP","82","55530  >  41967 Len=40"
"3583","83.243838","192.168.1.40","54.235.140.173","UDP","42","55530  >  16449 Len=0"
"3584","83.251946","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3585","83.256282","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3586","83.256282","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3587","83.264158","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3588","83.264325","192.168.1.40","192.168.1.52","UDP","101","41595  >  23682 Len=59"
"3589","83.264348","192.168.1.40","192.168.1.52","UDP","117","41595  >  23682 Len=75"
"3590","83.264406","192.168.1.52","192.168.1.40","UDP","153","23682  >  41595 Len=111"
"3591","83.272817","192.168.1.52","192.168.1.40","UDP","142","23682  >  41595 Len=100"
"3592","83.272890","192.168.1.40","54.235.140.173","UDP","42","55530  >  2161 Len=0"
"3593","83.272907","192.168.1.40","54.235.140.173","UDP","82","55530  >  61481 Len=40"
"3594","83.272915","192.168.1.40","54.235.140.173","UDP","82","55530  >  64481 Len=40"
"3595","83.272922","192.168.1.40","54.235.140.173","UDP","42","55530  >  21780 Len=0"
"3596","83.285745","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3598","83.293729","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"3599","83.294091","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3600","83.294272","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3601","83.298389","192.168.1.40","13.70.198.241","UDP","1342","56474  >  3478 Len=1300"
"3602","83.298422","192.168.1.40","13.70.198.241","UDP","373","56474  >  3478 Len=331"
"3603","83.307720","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3604","83.307745","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3605","83.307924","192.168.1.40","192.168.1.52","UDP","96","41595  >  23682 Len=54"
"3606","83.319738","192.168.1.52","192.168.1.40","UDP","135","23682  >  41595 Len=93"
"3607","83.330581","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3608","83.330619","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3609","83.332363","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3610","83.332898","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3611","83.333096","192.168.1.52","192.168.1.40","UDP","140","23682  >  41595 Len=98"
"3612","83.333217","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3613","83.340777","192.168.1.40","192.168.1.52","UDP","157","41595  >  23682 Len=115"
"3614","83.340801","192.168.1.40","192.168.1.52","UDP","173","41595  >  23682 Len=131"
"3615","83.352568","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   AVB RTCP packet (IEEE1733)   [Malformed Packet]"
"3616","83.352590","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"3617","83.360663","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3618","83.360858","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3619","83.369535","192.168.1.40","192.168.1.52","STUN","150","Binding Request user: xYIy:7tIQ"
"3620","83.369585","192.168.1.40","192.168.1.52","STUN","150","Binding Request user: IQLU:LUr7"
"3621","83.375496","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3622","83.375514","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3623","83.375680","192.168.1.40","192.168.1.52","UDP","103","41595  >  23682 Len=61"
"3624","83.391273","192.168.1.52","192.168.1.40","UDP","142","23682  >  41595 Len=100"
"3625","83.391273","192.168.1.52","192.168.1.40","UDP","143","23682  >  41595 Len=101"
"3626","83.395467","192.168.1.52","192.168.1.40","UDP","136","23682  >  41595 Len=94"
"3627","83.396809","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3628","83.398443","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3629","83.398480","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3630","83.410575","192.168.1.40","192.168.1.52","UDP","157","41595  >  23682 Len=115"
"3631","83.410607","192.168.1.40","192.168.1.52","UDP","173","41595  >  23682 Len=131"
"3632","83.412916","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"3634","83.422385","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3635","83.422418","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3636","83.428009","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3637","83.428009","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3638","83.428009","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3639","83.434053","192.168.1.52","192.168.1.40","UDP","153","23682  >  41595 Len=111"
"3640","83.439260","192.168.1.40","192.168.1.52","UDP","95","41595  >  23682 Len=53"
"3641","83.445010","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3642","83.445037","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3643","83.452807","192.168.1.52","192.168.1.40","UDP","139","23682  >  41595 Len=97"
"3644","83.457115","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3645","83.459340","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3646","83.469015","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3647","83.469064","192.168.1.40","192.168.1.52","RTCP","146","Receiver Report   ([Malformed Packet]"
"3648","83.475248","192.168.1.40","192.168.1.52","UDP","241","41595  >  23682 Len=199"
"3649","83.475291","192.168.1.40","192.168.1.52","UDP","257","41595  >  23682 Len=215"
"3650","83.476166","192.168.1.52","192.168.1.40","UDP","145","23682  >  41595 Len=103"
"3652","83.491913","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   Receiver Summary Information   "
"3653","83.491953","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3654","83.495903","192.168.1.52","192.168.1.40","UDP","146","23682  >  41595 Len=104"
"3655","83.509150","192.168.1.40","192.168.1.52","UDP","95","41595  >  23682 Len=53"
"3656","83.514863","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3657","83.514904","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3658","83.515118","192.168.1.52","192.168.1.40","UDP","154","23682  >  41595 Len=112"
"3659","83.534279","192.168.1.52","192.168.1.40","UDP","159","23682  >  41595 Len=117"
"3660","83.538776","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3661","83.538818","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3662","83.544029","192.168.1.40","192.168.1.52","UDP","350","41595  >  23682 Len=308"
"3663","83.544073","192.168.1.40","192.168.1.52","UDP","358","41595  >  23682 Len=316"
"3664","83.561702","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3665","83.561750","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3666","83.572981","192.168.1.40","192.168.1.52","UDP","94","41595  >  23682 Len=52"
"3667","83.584679","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3668","83.584725","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3669","83.607621","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3670","83.607669","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3671","83.608039","192.168.1.40","192.168.1.52","UDP","365","41595  >  23682 Len=323"
"3672","83.608074","192.168.1.40","192.168.1.52","UDP","381","41595  >  23682 Len=339"
"3673","83.614532","192.168.1.52","192.168.1.40","UDP","152","23682  >  41595 Len=110"
"3674","83.614532","192.168.1.52","192.168.1.40","UDP","151","23682  >  41595 Len=109"
"3675","83.614532","192.168.1.52","192.168.1.40","UDP","155","23682  >  41595 Len=113"
"3676","83.614532","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"3677","83.630268","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3678","83.630398","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3679","83.635332","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"3680","83.637022","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:41595"
"3681","83.637022","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"3682","83.637022","192.168.1.52","192.168.1.40","RTCP","178","Sender Report   ([Malformed Packet]"
"3683","83.641444","192.168.1.40","192.168.1.52","UDP","94","41595  >  23682 Len=52"
"3684","83.642751","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:6799"
"3685","83.652128","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3686","83.652169","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"3687","83.657659","192.168.1.52","192.168.1.40","UDP","145","23682  >  41595 Len=103"
"3688","83.659260","192.168.1.40","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"3689","83.664216","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"3690","83.675071","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   "
"3691","83.675120","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"3692","83.675501","192.168.1.40","192.168.1.52","UDP","469","41595  >  23682 Len=427"
"3693","83.675538","192.168.1.40","192.168.1.52","UDP","485","41595  >  23682 Len=443"
"3694","83.678458","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"3695","83.695718","13.70.198.241","192.168.1.40","UDP","1090","3478  >  56474 Len=1048"
"3696","83.695786","192.168.1.52","192.168.1.40","UDP","132","23682  >  41595 Len=90"
"3697","83.696121","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3698","83.696181","192.168.1.40","13.70.198.241","UDP","79","56474  >  3478 Len=37"
"3699","83.696722","192.168.1.40","13.70.198.241","UDP","203","56474  >  3478 Len=161"
"3700","83.697983","192.168.1.40","192.168.1.52","RTCP","90","Sender Report   Extended report (RFC 3611)   [Malformed Packet]"
"3701","83.698037","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3702","83.709015","192.168.1.40","13.70.198.241","UDP","962","56474  >  3478 Len=920"
"3703","83.709215","192.168.1.40","192.168.1.52","UDP","102","41595  >  23682 Len=60"
"3704","83.712568","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"3705","83.720933","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3706","83.733839","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"3707","83.743899","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"3708","83.744267","192.168.1.40","192.168.1.52","UDP","503","41595  >  23682 Len=461"
"3709","83.744307","192.168.1.40","192.168.1.52","UDP","519","41595  >  23682 Len=477"
"3710","83.744789","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3711","83.745207","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3712","83.753038","192.168.1.52","192.168.1.40","UDP","145","23682  >  41595 Len=103"
"3713","83.767828","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3714","83.773911","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"3715","83.774824","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"3716","83.789823","192.168.1.40","54.235.140.173","UDP","42","55532  >  16449 Len=0"
"3717","83.789842","192.168.1.40","54.235.140.173","UDP","82","55532  >  41967 Len=40"
"3718","83.789851","192.168.1.40","54.235.140.173","UDP","82","55532  >  42313 Len=40"
"3719","83.789858","192.168.1.40","54.235.140.173","UDP","82","55532  >  50164 Len=40"
"3720","83.789865","192.168.1.40","54.235.140.173","UDP","42","55532  >  775 Len=0"
"3721","83.789872","192.168.1.40","54.235.140.173","UDP","42","55532  >  16779 Len=0"
"3722","83.791725","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3723","83.794882","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"3724","83.808830","192.168.1.40","192.168.1.52","UDP","491","41595  >  23682 Len=449"
"3725","83.808861","192.168.1.40","192.168.1.52","UDP","507","41595  >  23682 Len=465"
"3726","83.812679","192.168.1.52","192.168.1.40","UDP","135","23682  >  41595 Len=93"
"3727","83.814577","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"3728","83.818747","192.168.1.40","54.235.140.173","UDP","42","55532  >  21780 Len=0"
"3729","83.818764","192.168.1.40","54.235.140.173","UDP","82","55532  >  64481 Len=40"
"3730","83.818774","192.168.1.40","54.235.140.173","UDP","82","55532  >  61481 Len=40"
"3731","83.818781","192.168.1.40","54.235.140.173","UDP","42","55532  >  2161 Len=0"
"3732","83.836629","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3733","83.841619","13.70.198.241","192.168.1.40","UDP","354","3478  >  56474 Len=312"
"3734","83.841839","192.168.1.40","13.70.198.241","UDP","49","56474  >  3478 Len=7"
"3735","83.842700","192.168.1.40","192.168.1.52","UDP","95","41595  >  23682 Len=53"
"3736","83.850075","13.70.198.241","192.168.1.40","UDP","60","3478  >  56474 Len=7"
"3737","83.850075","13.70.198.241","192.168.1.40","UDP","79","3478  >  56474 Len=37"
"3738","83.859488","192.168.1.40","192.168.1.52","RTCP","138","Receiver Report   ([Malformed Packet]"
"3739","83.870659","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
